starttime	seconds	ctime	dtime	ttime	wait
Wed Dec 06 18:35:56 2023	1701916556	10	18	28	17
Wed Dec 06 18:35:50 2023	1701916550	12	17	28	13
Wed Dec 06 18:35:59 2023	1701916559	11	17	28	14
Wed Dec 06 18:35:36 2023	1701916536	12	17	28	16
Wed Dec 06 18:35:35 2023	1701916535	12	17	28	13
Wed Dec 06 18:35:49 2023	1701916549	12	16	28	16
Wed Dec 06 18:35:56 2023	1701916556	10	18	28	18
Wed Dec 06 18:35:52 2023	1701916552	14	14	28	14
Wed Dec 06 18:36:03 2023	1701916563	11	17	28	16
Wed Dec 06 18:36:04 2023	1701916564	10	19	28	17
Wed Dec 06 18:35:46 2023	1701916546	9	20	28	14
Wed Dec 06 18:35:48 2023	1701916548	12	17	28	14
Wed Dec 06 18:35:45 2023	1701916545	11	17	28	17
Wed Dec 06 18:35:42 2023	1701916542	8	20	28	19
Wed Dec 06 18:36:05 2023	1701916565	8	20	28	16
Wed Dec 06 18:35:45 2023	1701916545	14	14	28	8
Wed Dec 06 18:36:08 2023	1701916568	10	18	28	14
Wed Dec 06 18:35:55 2023	1701916555	12	16	28	15
Wed Dec 06 18:35:39 2023	1701916539	12	17	28	12
Wed Dec 06 18:35:41 2023	1701916541	14	14	28	14
Wed Dec 06 18:35:38 2023	1701916538	11	17	28	15
Wed Dec 06 18:36:02 2023	1701916562	11	17	28	15
Wed Dec 06 18:36:04 2023	1701916564	8	20	28	16
Wed Dec 06 18:35:35 2023	1701916535	13	16	28	13
Wed Dec 06 18:35:58 2023	1701916558	10	19	28	19
Wed Dec 06 18:35:59 2023	1701916559	11	17	28	17
Wed Dec 06 18:35:39 2023	1701916539	10	18	28	18
Wed Dec 06 18:35:38 2023	1701916538	13	16	28	14
Wed Dec 06 18:36:08 2023	1701916568	12	17	28	17
Wed Dec 06 18:36:03 2023	1701916563	12	17	28	17
Wed Dec 06 18:35:55 2023	1701916555	11	17	28	16
Wed Dec 06 18:35:52 2023	1701916552	10	19	28	16
Wed Dec 06 18:36:03 2023	1701916563	12	17	28	17
Wed Dec 06 18:36:01 2023	1701916561	14	15	28	14
Wed Dec 06 18:35:45 2023	1701916545	16	13	28	9
Wed Dec 06 18:35:45 2023	1701916545	14	14	28	12
Wed Dec 06 18:35:36 2023	1701916536	12	16	28	15
Wed Dec 06 18:35:35 2023	1701916535	11	17	28	17
Wed Dec 06 18:35:41 2023	1701916541	14	14	28	12
Wed Dec 06 18:36:04 2023	1701916564	16	13	28	13
Wed Dec 06 18:36:04 2023	1701916564	11	17	28	11
Wed Dec 06 18:35:34 2023	1701916534	10	18	28	17
Wed Dec 06 18:36:07 2023	1701916567	12	16	28	14
Wed Dec 06 18:35:55 2023	1701916555	13	15	28	12
Wed Dec 06 18:35:53 2023	1701916553	8	20	28	14
Wed Dec 06 18:36:07 2023	1701916567	8	20	28	15
Wed Dec 06 18:35:45 2023	1701916545	9	19	28	16
Wed Dec 06 18:35:51 2023	1701916551	9	19	28	15
Wed Dec 06 18:35:33 2023	1701916533	15	14	28	13
Wed Dec 06 18:36:00 2023	1701916560	15	14	28	13
Wed Dec 06 18:35:53 2023	1701916553	8	20	28	18
Wed Dec 06 18:36:02 2023	1701916562	8	20	28	20
Wed Dec 06 18:35:55 2023	1701916555	11	18	28	12
Wed Dec 06 18:35:52 2023	1701916552	9	19	28	16
Wed Dec 06 18:36:02 2023	1701916562	13	16	28	14
Wed Dec 06 18:36:08 2023	1701916568	13	15	28	14
Wed Dec 06 18:35:43 2023	1701916543	11	17	28	16
Wed Dec 06 18:35:39 2023	1701916539	12	17	28	14
Wed Dec 06 18:35:49 2023	1701916549	11	17	28	14
Wed Dec 06 18:35:59 2023	1701916559	12	17	28	15
Wed Dec 06 18:35:41 2023	1701916541	14	14	28	14
Wed Dec 06 18:35:52 2023	1701916552	12	16	28	15
Wed Dec 06 18:36:03 2023	1701916563	9	20	28	13
Wed Dec 06 18:36:04 2023	1701916564	13	16	28	15
Wed Dec 06 18:35:57 2023	1701916557	12	17	28	14
Wed Dec 06 18:35:30 2023	1701916530	8	21	28	17
Wed Dec 06 18:35:45 2023	1701916545	10	19	28	17
Wed Dec 06 18:35:38 2023	1701916538	12	17	28	15
Wed Dec 06 18:35:39 2023	1701916539	10	18	28	16
Wed Dec 06 18:35:52 2023	1701916552	10	19	28	17
Wed Dec 06 18:36:04 2023	1701916564	11	18	28	18
Wed Dec 06 18:35:45 2023	1701916545	10	19	28	18
Wed Dec 06 18:35:53 2023	1701916553	9	19	28	19
Wed Dec 06 18:36:08 2023	1701916568	13	15	28	13
Wed Dec 06 18:36:02 2023	1701916562	11	17	28	17
Wed Dec 06 18:36:02 2023	1701916562	11	18	28	18
Wed Dec 06 18:36:01 2023	1701916561	13	15	28	14
Wed Dec 06 18:36:05 2023	1701916565	8	20	28	18
Wed Dec 06 18:36:00 2023	1701916560	15	13	28	8
Wed Dec 06 18:36:06 2023	1701916566	13	15	28	14
Wed Dec 06 18:35:56 2023	1701916556	16	12	28	10
Wed Dec 06 18:35:36 2023	1701916536	9	19	28	18
Wed Dec 06 18:35:33 2023	1701916533	10	18	28	14
Wed Dec 06 18:35:35 2023	1701916535	15	14	28	12
Wed Dec 06 18:35:30 2023	1701916530	8	21	28	17
Wed Dec 06 18:35:50 2023	1701916550	12	16	28	10
Wed Dec 06 18:36:08 2023	1701916568	10	18	28	18
Wed Dec 06 18:36:04 2023	1701916564	14	15	28	11
Wed Dec 06 18:36:00 2023	1701916560	15	13	28	10
Wed Dec 06 18:36:08 2023	1701916568	9	19	28	19
Wed Dec 06 18:36:08 2023	1701916568	10	19	28	15
Wed Dec 06 18:36:05 2023	1701916565	10	18	28	17
Wed Dec 06 18:35:51 2023	1701916551	9	19	28	15
Wed Dec 06 18:36:05 2023	1701916565	8	20	28	17
Wed Dec 06 18:36:06 2023	1701916566	16	13	28	12
Wed Dec 06 18:36:01 2023	1701916561	12	17	28	17
Wed Dec 06 18:36:02 2023	1701916562	11	17	28	17
Wed Dec 06 18:35:54 2023	1701916554	9	20	28	19
Wed Dec 06 18:35:56 2023	1701916556	10	18	28	18
Wed Dec 06 18:35:46 2023	1701916546	9	20	28	12
Wed Dec 06 18:36:00 2023	1701916560	15	13	29	8
Wed Dec 06 18:35:57 2023	1701916557	13	16	29	13
Wed Dec 06 18:35:42 2023	1701916542	12	16	29	16
Wed Dec 06 18:35:56 2023	1701916556	8	20	29	11
Wed Dec 06 18:36:08 2023	1701916568	12	17	29	15
Wed Dec 06 18:35:45 2023	1701916545	10	18	29	18
Wed Dec 06 18:35:42 2023	1701916542	10	18	29	16
Wed Dec 06 18:35:45 2023	1701916545	10	18	29	14
Wed Dec 06 18:35:42 2023	1701916542	12	17	29	15
Wed Dec 06 18:35:46 2023	1701916546	8	20	29	19
Wed Dec 06 18:35:36 2023	1701916536	11	18	29	13
Wed Dec 06 18:35:45 2023	1701916545	15	14	29	14
Wed Dec 06 18:35:52 2023	1701916552	9	19	29	16
Wed Dec 06 18:35:51 2023	1701916551	9	19	29	18
Wed Dec 06 18:36:00 2023	1701916560	13	16	29	13
Wed Dec 06 18:35:45 2023	1701916545	10	19	29	18
Wed Dec 06 18:36:03 2023	1701916563	15	14	29	13
Wed Dec 06 18:36:02 2023	1701916562	15	14	29	12
Wed Dec 06 18:35:43 2023	1701916543	11	17	29	15
Wed Dec 06 18:35:42 2023	1701916542	8	21	29	20
Wed Dec 06 18:35:36 2023	1701916536	9	19	29	16
Wed Dec 06 18:35:48 2023	1701916548	12	17	29	13
Wed Dec 06 18:36:08 2023	1701916568	12	17	29	17
Wed Dec 06 18:36:07 2023	1701916567	11	18	29	14
Wed Dec 06 18:35:32 2023	1701916532	13	15	29	14
Wed Dec 06 18:36:07 2023	1701916567	11	18	29	18
Wed Dec 06 18:35:36 2023	1701916536	11	18	29	14
Wed Dec 06 18:35:45 2023	1701916545	14	15	29	14
Wed Dec 06 18:36:00 2023	1701916560	13	15	29	13
Wed Dec 06 18:35:34 2023	1701916534	12	17	29	15
Wed Dec 06 18:35:58 2023	1701916558	9	19	29	15
Wed Dec 06 18:35:57 2023	1701916557	12	17	29	15
Wed Dec 06 18:35:41 2023	1701916541	12	16	29	16
Wed Dec 06 18:35:52 2023	1701916552	17	12	29	11
Wed Dec 06 18:35:46 2023	1701916546	18	11	29	10
Wed Dec 06 18:36:08 2023	1701916568	12	17	29	17
Wed Dec 06 18:35:49 2023	1701916549	11	17	29	14
Wed Dec 06 18:36:08 2023	1701916568	13	15	29	15
Wed Dec 06 18:36:03 2023	1701916563	15	14	29	13
Wed Dec 06 18:35:58 2023	1701916558	12	17	29	14
Wed Dec 06 18:36:02 2023	1701916562	11	17	29	17
Wed Dec 06 18:35:42 2023	1701916542	18	11	29	9
Wed Dec 06 18:35:45 2023	1701916545	11	17	29	15
Wed Dec 06 18:36:00 2023	1701916560	9	20	29	18
Wed Dec 06 18:35:42 2023	1701916542	11	17	29	12
Wed Dec 06 18:35:52 2023	1701916552	13	16	29	16
Wed Dec 06 18:35:57 2023	1701916557	12	17	29	14
Wed Dec 06 18:35:31 2023	1701916531	11	17	29	14
Wed Dec 06 18:35:41 2023	1701916541	15	13	29	13
Wed Dec 06 18:36:04 2023	1701916564	8	21	29	18
Wed Dec 06 18:35:50 2023	1701916550	12	17	29	12
Wed Dec 06 18:36:08 2023	1701916568	13	15	29	13
Wed Dec 06 18:35:59 2023	1701916559	14	15	29	14
Wed Dec 06 18:35:56 2023	1701916556	14	14	29	14
Wed Dec 06 18:35:51 2023	1701916551	11	17	29	11
Wed Dec 06 18:36:03 2023	1701916563	10	19	29	19
Wed Dec 06 18:35:36 2023	1701916536	19	10	29	7
Wed Dec 06 18:35:56 2023	1701916556	10	19	29	19
Wed Dec 06 18:35:50 2023	1701916550	12	17	29	12
Wed Dec 06 18:35:53 2023	1701916553	12	17	29	14
Wed Dec 06 18:36:04 2023	1701916564	8	21	29	18
Wed Dec 06 18:35:59 2023	1701916559	14	15	29	11
Wed Dec 06 18:35:33 2023	1701916533	12	17	29	14
Wed Dec 06 18:35:43 2023	1701916543	13	15	29	15
Wed Dec 06 18:35:39 2023	1701916539	11	18	29	16
Wed Dec 06 18:35:55 2023	1701916555	12	16	29	16
Wed Dec 06 18:36:08 2023	1701916568	10	19	29	16
Wed Dec 06 18:35:41 2023	1701916541	9	20	29	16
Wed Dec 06 18:35:59 2023	1701916559	15	14	29	10
Wed Dec 06 18:36:05 2023	1701916565	11	17	29	13
Wed Dec 06 18:35:59 2023	1701916559	14	15	29	15
Wed Dec 06 18:35:31 2023	1701916531	11	18	29	13
Wed Dec 06 18:36:02 2023	1701916562	10	18	29	16
Wed Dec 06 18:35:59 2023	1701916559	13	16	29	14
Wed Dec 06 18:35:32 2023	1701916532	14	15	29	13
Wed Dec 06 18:36:08 2023	1701916568	13	15	29	15
Wed Dec 06 18:35:53 2023	1701916553	14	15	29	13
Wed Dec 06 18:35:33 2023	1701916533	11	17	29	13
Wed Dec 06 18:36:02 2023	1701916562	10	19	29	17
Wed Dec 06 18:35:41 2023	1701916541	10	19	29	13
Wed Dec 06 18:35:58 2023	1701916558	9	19	29	15
Wed Dec 06 18:35:32 2023	1701916532	14	14	29	13
Wed Dec 06 18:35:30 2023	1701916530	11	18	29	13
Wed Dec 06 18:35:32 2023	1701916532	11	18	29	17
Wed Dec 06 18:35:45 2023	1701916545	12	16	29	15
Wed Dec 06 18:35:42 2023	1701916542	8	21	29	20
Wed Dec 06 18:35:53 2023	1701916553	14	15	29	10
Wed Dec 06 18:36:07 2023	1701916567	12	17	29	11
